Program,Enrollment Year,Gender,DOB,District,Country,Education Background,GPA,Professional Engagement,Mothers Profession,Fathers Profession,Status,Withdrawn or Graduate Date (mm.dd.yy),Reason for Withdrawal,Year,Actual Concentration
BBA,2022,Male,25/08/2002,Kathmandu,Nepal,Intermediate Level,3.16,,,,Withdrawn ,"November 14, 2022",Non-payment,2022,No Concentration
BBA,2022,Female,15/06/2003,Lalitpur,Nepal,Intermediate Level,3.26,,,,Running,,,1899,Financial Management
BBA,2022,Female,19/09/2004,Kathmandu,Nepal,Intermediate Level,3.36,,,,Running,,,1899,#N/A
BBA,2022,Female,17/10/2003,Dhading,Nepal,Intermediate Level,3.07,Unemployed,Housewife ,Businessman ,Running,,,1899,#N/A
BBA,2022,Male,10/07/2001,Banke,Nepal,A Level,4.5,Unemployed,Business,Business ,Withdrawn ,"Jul 14, 2022",No specific Reason,2022,No Concentration
BBA,2022,Male,10/03/2004,Panchthar,Nepal,Intermediate Level,2.72,Unemployed,Business,Civil servant,Running,,,1899,#N/A
BBA,2022,Male,13/09/2003,Kathmandu,Nepal,Intermediate Level,3.4,Unemployed,Teacher ,Retired Government Official ,Running,,,1899,#N/A
BBA,2022,Male,17/04/2003,Lalitpur,Nepal,Intermediate Level,3.01,Unemployed,Housewife,Business,Running,,,1899,#N/A
BBA,2022,Male,30/04/2000,Kathmandu,Nepal,Intermediate Level,3.32,Unemployed,Housewife,Retired govt. worker,Running,,,1899,#N/A
BBA,2022,Female,28/06/2001,Gorkha,Nepal,Intermediate Level,3.49,,,,Running,,,1899,#N/A
BBA,2022,Male,30/06/2002,Dolkha,Nepal,Intermediate Level,3.35,Unemployed,Housewife,Business ,Withdrawn ,"Jan 17, 2023",Administrative withdrawal,2023,Investment & Economics
BBA,2022,Female,22/05/2003,Kathmandu,Nepal,Intermediate Level,3.43,Unemployed,Housewife,Business,Running,,,1899,Digital Marketing
BBA,2022,Male,03/12/2003,Kathmandu,Nepal,Intermediate Level,67.167,Unemployed,House wife,Business Man,Withdrawn ,"March 13, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,09/12/2002,,Nepal,Intermediate Level,3.06,Unemployed,House Wife,Businessman,Running,,,1899,#N/A
BBA,2022,Male,01/02/2003,Kathmandu,Nepal,Intermediate Level,77,Unemployed,House wife,Business man,Running,,,1899,#N/A
BBA,2022,Male,13/04/2004,Kathmandu,Nepal,Intermediate Level,3.37,,,,Running,,,1899,#N/A
BBA,2022,Male,31/08/1995,Jhapa,Nepal,Intermediate Level,47.1,Employed,Housewife,Retired Businessman,Running,,,1899,#N/A
BBA,2022,Male,31/10/2002,Kathmandu,Nepal,Intermediate Level,2.72,Unemployed,Housewife,Businessman,Running,,,1899,#N/A
BBA,2022,Female,20/08/2003,Kathmandu,Nepal,Intermediate Level,3.46,Unemployed,Officer,Businessman,Withdrawn ,"November 14, 2022",Non-payment,2022,No Concentration
BBA,2022,Male,27/09/2002,Bhaktapur,Nepal,Intermediate Level,2.99,Unemployed,Business women,Business man,Running,,,1899,#N/A
BBA,2022,Male,10/05/2004,Kathmandu,Nepal,Intermediate Level,3.28,Unemployed,Housewife,Lawyer,Withdrawn ,"May 13, 2022",Non-payment,2022,No Concentration
BBA,2022,Male,23/01/2003,Kathmandu,Nepal,Intermediate Level,3.1,,,,Running,,,1899,Financial Management
BBA,2022,Male,16/09/2003,Kathmandu,Nepal,Intermediate Level,3.53,Unemployed,Housewife,Businessman,Running,,,1899,Financial Management
BBA,2022,Male,08/07/2003,Kathmandu,Nepal,Intermediate Level,3.39,Unemployed,Social worker,Politician,Readmission-Withdrawn,"May 15, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,06/06/2003,Kathmandu,Nepal,Intermediate Level,2.8,,,,Running,,,1899,#N/A
BBA,2022,Male,30/01/2003,Kathmandu,Nepal,Intermediate Level,2.4,,,,Running,,,1899,Digital Marketing
BBA,2022,Male,21/01/2003,Lalitpur,Nepal,Intermediate Level,2.44,Unemployed,Teacher,Business man,Withdrawn ,"Jul 14, 2022",No specific Reason,2022,No Concentration
BBA,2022,Male,01/11/2001,Saptari,Nepal,Intermediate Level,3.36,Employed,Housewife,Officer,Readmission-Withdrawn,"May 15, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,19/06/2003,Chitwan,Nepal,Intermediate Level,3.28,Unemployed,NGO/INGOs Officer,Retured army,Running,,,1899,#N/A
BBA,2022,Male,17/06/2002,Kathmandu,Nepal,Intermediate Level,3.36,Unemployed,Manager,Chef,Withdrawn ,"April 19, 2023",Abroad Study,2023,No Concentration
BBA,2022,Female,08/07/2003,Sarlahi,Nepal,Intermediate Level,3.4,Unemployed,Businesswomen ,Inspector (APF),Running,,,1899,#N/A
BBA,2022,Female,26/02/2003,Kathmandu,Nepal,Intermediate Level,3.07,Unemployed,Housewife ,Hotel manager,Running,,,1899,Investment & Economics
BBA,2022,Male,27/02/2004,Lalitpur,Nepal,Intermediate Level,3.44,,,,Withdrawn ,"March 13, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,25/06/2004,Morang,Nepal,Intermediate Level,2.4,,,,Running,,,1899,Investment & Economics
BBA,2022,Male,01/03/2004,Rupandehi,Nepal,Intermediate Level,3.33,Unemployed,Housewife,Businessman,Withdrawn ,"March 17, 2023",Abroad Study,2023,No Concentration
BBA,2022,Female,28/11/2002,Kathmandu,Nepal,Intermediate Level,70.8,Unemployed,Business women ,Business man ,Running,,,1899,#N/A
BBA,2022,Female,15/01/2002,Nuwakot,Nepal,Intermediate Level,3.47,Unemployed,Housewife,Business man,Running,,,1899,#N/A
BBA,2022,Female,04/11/2003,Lalitpur,Nepal,Intermediate Level,3,Unemployed,House wife,Self employed,Running,,,1899,#N/A
BBA,2022,Male,30/06/2003,Kathmandu,Nepal,Intermediate Level,2.99,Unemployed,Business women ,Orthopaedic  engineer ,Running,,,1899,#N/A
BBA,2022,Male,21/12/2002,Kathmandu,Nepal,Intermediate Level,2.96,,,,Withdrawn ,"July 6, 2022",Non-payment,2022,No Concentration
BBA,2022,Male,24/02/2003,Kathmandu,Nepal,Intermediate Level,2.96,Unemployed,Housewife,Engineer,,,,1899,#N/A
FALSE,,,,,,,,,,,Withdrawn ,"January 13, 2023",Non-payment,2023,No Concentration
BBA,2022,Female,05/21/2004,Sindhupalchauk,Nepal,Intermediate Level,3.15,Unemployed,House wife,Business man,Running,,,1899,#N/A
BBA,2022,Male,03/05/2004,Kathmandu,Nepal,Intermediate Level,74.17,Unemployed,housewife,Management consulting,Running,,,1899,#N/A
BBA,2022,Male,01/05/2002,Lalitpur,Nepal,Intermediate Level,3.08,,,,Running,,,1899,#N/A
BBA,2022,Male,08/05/2002,Rupandehi,Nepal,Intermediate Level,,,,,Running,,,1899,#N/A
BBA,2022,Male,09/14/2001,Kathmandu,Nepal,Intermediate Level,3.28,Unemployed,Housewife,Freelance consultant,Running,,,1899,#N/A
BBA,2022,Female,12/05/2003,Lalitpur,India,Intermediate Level,23.45,,,,Running,,,1899,#N/A
BBA,2022,Male,10/09/2003,Morang,Nepal,Intermediate Level,30,,,,Running,,,1899,#N/A
BBA,2022,Female,04/17/2004,Mahottari,Nepal,Intermediate Level,3.44,,,,Withdrawn ,"November 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2022,Female,02/28/2003,Bhaktapur,Nepal,Intermediate Level,3.14,,,,Withdrawn ,"November 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2022,Male,01/23/2003,Bara,Nepal,Intermediate Level,23.45,,,,Withdrawn ,"April 2, 2022",Work Commitment,2022,No Concentration
BBA,2022,Female,02/13/1997,Bhaktapur,Nepal,Intermediate Level,30,,,,Withdrawn ,"May 15, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,05/24/2002,Kathmandu,Nepal,Intermediate Level,74.17,,,,Readmission-Running,,,1899,#N/A
BBA,2022,Male,02/07/2001,Kavreplanchok,Nepal,Intermediate Level,2.91,,,,Running,,,1899,#N/A
BBA,2022,Male,03/21/2003,Kathmandu,Nepal,Intermediate Level,3.49,Unemployed,Teacher,Entrepreneur,Running,,,1899,#N/A
BBA,2022,Female,11/08/2003,Lalitpur,Nepal,Intermediate Level,3.66,Unemployed,Housewife,Real Estate agent ,Running,,,1899,#N/A
BBA,2022,Female,31/10/2003,Kathmandu,Nepal,Intermediate Level,3.44,Unemployed,Social Worker ,Businessman,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2022,Male,07/20/2003,Ramechhap,Nepal,Intermediate Level,23.45,Unemployed,designer,Business,Running,,,1899,#N/A
BBA,2022,Female,18/11/2000,Bara,Nepal,Intermediate Level,23.45,Unemployed,Housewife,Business Man ,Running,,,1899,#N/A
BBA,2022,Male,06/09/2000,Lalitpur,Nepal,Intermediate Level,30,Unemployed,Unemployed,Self employed.,Running,,,1899,#N/A
BBA,2022,Male,05/19/1999,Morang,Nepal,Intermediate Level,26.57,Unemployed,Housewife,Businessman,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2022,Female,12/08/2003,Kathmandu,Nepal,Intermediate Level,3.2,Unemployed,Self-employed ,Self-employed ,Running,,,1899,#N/A
BBA,2022,Male,06/18/2001,Kathmandu,Nepal,Intermediate Level,2.65,Employed,Housewife,Businessman,Running,,,1899,#N/A
BBA,2022,Female,07/21/1999,Lalitpur,Nepal,GED,4.3,Unemployed,Entrepreneur,Politician,Running,,,1899,#N/A
BBA,2022,Male,04/10/2004,Panchthar,Nepal,Intermediate Level,2.72,Unemployed,Business,Civil servant,Running,,,1899,#N/A
BBA,2022,Female,08/23/2003,Kathmandu,Nepal,Intermediate Level,3.29,,,,Withdrawn ,"Sep 5, 2022",Abroad Study,2022,No Concentration
BBA,2022,Female,26/10/2002,Kathmandu,Nepal,Intermediate Level,2.8,,,,Running,,,1899,#N/A
BBA,2022,Female,04/04/2004,Kathmandu,Nepal,Intermediate Level,3.39,,,,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2022,Male,02/17/2004,Kathmandu,Nepal,Intermediate Level,3.1,Unemployed,Business woman ,Business man,Running,,,1899,#N/A
BBA,2022,Female,08/07/2004,Dolpa,Nepal,Intermediate Level,4,Unemployed,Expired,Expired,Running,,,1899,#N/A
BBA,2022,Male,02/28/2006,Kathmandu,Nepal,Intermediate Level,2.72,Unemployed,Civil Servant,NOT AVAILABLE,Withdrawn ,"June 20, 2023",Abroad Study,2023,No Concentration
BBA,2022,Male,11/03/2004,Kathmandu,Nepal,Intermediate Level,3.4,Unemployed,Housewife ,Businessman,Running,,,1899,#N/A
BBA,2022,Male,17/12/2003,Kathmandu,Nepal,Intermediate Level,2.47,Unemployed,Housewife ,Real-estate,Running,,,1899,#N/A
BBA,2022,Male,04/26/1999,Sarlahi,Nepal,Intermediate Level,59.1,Unemployed,Housewife,Ceo,Running,,,1899,#N/A
BBA,2022,Male,07/25/2000,Kathmandu,Nepal,Intermediate Level,3.17/68,Unemployed,Psychosocial counselor ,Journalist ,Running,,,1899,#N/A
BBA,2022,Male,10/05/2005,Dhanusa,Nepal,Intermediate Level,3.44,Unemployed,House wife,Plumber ,Running,,,1899,#N/A
BBA,2022,Male,02/11/2004,Kaski,Nepal,Intermediate Level,3.83,Unemployed,Housewife,Businessman,Running,,,1899,#N/A
BBA,2022,Male,06/08/2004,Kathmandu,Nepal,Intermediate Level,3.34,Unemployed,Teacher,Government officer,Running,,,1899,#N/A
BBA,2022,Male,06/01/2001,Kathmandu,Nepal,A- Level,3,Unemployed,Housewife,Sales manager,Running,,,1899,#N/A
BBA,2022,Female,02/25/2003,Kathmandu,Nepal,A- Level,3.5-A level,Unemployed,Business ,Business ,Running,,,1899,#N/A
BBA,2022,Female,02/09/2002,Lalitpur,Nepal,Intermediate Level,3.15,Unemployed,House wife,Business owner,Running,,,1899,#N/A
BBA,2022,Male,18/11/1999,Morang,Nepal,Intermediate Level,53,Entrepreneur,Business women,Business man,Running,,,1899,#N/A
BBA,2022,Male,01/01/2005,Bhaktapur,Nepal,Intermediate Level,3.13,Unemployed,Housewife ,Businessman,Running,,,1899,#N/A
BBA,2022,Male,07/26/2004,Kathmandu,Nepal,Intermediate Level,3.67,Unemployed,teacher,founder of aakashdeep secondary collage,Running,,,1899,#N/A
BBA,2022,Female,29/12/2003,Nuwakot,Nepal,Intermediate Level,3.25,Unemployed,Housewife,Contractor,Running,,,1899,#N/A
BBA,2022,Male,04/16/2004,Dolkha,Nepal,Intermediate Level,3.51,,,,Running,,,1899,#N/A
BBA,2022,Male,20/10/2004,Kathmandu,Nepal,Intermediate Level,2.91,Unemployed,House Wife,Businessman,Running,,,1899,#N/A
BBA,2022,Male,01/01/2004,Lalitpur,Nepal,Intermediate Level,2.79,Unemployed,Sales person,Sales manager,Running,,,1899,#N/A
BBA,2022,Female,10/08/2004,Kathmandu,Nepal,Intermediate Level,77,Unemployed,Expired ,Self employed ,Withdrawn ,"April 3, 2023",Abroad Study,2023,No Concentration
BBA,2022,Female,20/12/2002,Jhapa,Nepal,Intermediate Level,2.79,Unemployed,Insurance agent,Entrepreneur,Withdrawn ,"May 15, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,03/07/2002,Kathmandu,Nepal,Intermediate Level,2.46,Unemployed,House wife,Business man,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2023,Male,11/09/2003,Lalitpur,Nepal,Intermediate Level,3.01,Unemployed,Business woman ,Business man,Running,,,1899,#N/A
BBA,2023,Female,08/30/2004,Sunsari,Nepal,Intermediate Level,3.07,Unemployed,homemaker,entrepreneur,Running,,,1899,#N/A
BBA,2023,Female,24/12/2004,Kathmandu,Nepal,Intermediate Level,2.82,Unemployed,House maker,Officer,Withdrawn ,"April 28, 2023",,2023,No Concentration
BBA,2023,Male,11/10/1990,Kathmandu,Nepal,Intermediate Level,2.67,,,,Running,,,1899,#N/A
BBA,2023,Male,08/24/2003,Rupandehi,Nepal,Intermediate Level,1.81,Unemployed,House wife,Business man,Running,,,1899,#N/A
BBA,2023,Female,09/15/2004,Bhaktapur,Nepal,Intermediate Level,2.9,Unemployed,Principal ,Kavi Das Shrestha,Running,,,1899,#N/A
BBA,2023,Female,07/05/2004,Kathmandu,Nepal,Intermediate Level,2.91,Unemployed,Business women ,Business man,Running,,,1899,#N/A
BBA,2023,Male,01/26/2001,Kathmandu,Nepal,Intermediate Level,2.43,Unemployed,House wife,Manager,Running,,,1899,#N/A
BBA,2023,Female,02/28/2004,Kathmandu,Nepal,Intermediate Level,2.95,Unemployed,Shopkeeper ,Driver ,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2023,Female,05/20/2002,Kathmandu,Nepal,Intermediate Level ,3.48,Unemployed,Housewife,None,Running,,,1899,#N/A
BBA,2023,Male,15/10/1998,Lalitpur,Nepal,GED,668,Unemployed,housewife,retired,Running,,,1899,#N/A
BBA,2023,Female,04/06/2004,Bhaktapur,Nepal,Intermediate Level ,3,Unemployed,Housewife,Job holder,Running,,,1899,#N/A
BBA,2023,Female,02/08/2003,Kavreplanchok,Nepal,Intermediate Level ,3.05,Unemployed,Housewife,Accountant,Running,,,1899,#N/A
BBA,2023,Female,23/01/1998,Lalitpur,Nepal,Intermediate Level ,65,Unemployed,Housewife,Employee,Running,,,1899,#N/A
BBA,2023,Male,04/13/2004,Jhapa,Nepal,Intermediate Level ,0.81,Unemployed,Entrepreneur ,Entrepreneur ,Running,,,1899,#N/A
BBA,2023,Male,28/11/2003,Kathmandu,Nepal,Intermediate Level ,2.52,Unemployed,Family business ,Family business ,Running,,,1899,#N/A
BBA,2023,Male,02/28/2006,Palpa,Nepal,Intermediate Level ,3.19,Unemployed,Lawyer,Management,Running,,,1899,#N/A
BBA,2023,Female,17/12/2003,Lalitpur,Nepal,CAIE,3,,,,Running,,,1899,#N/A
BBA,2023,Male,07/03/1996,Chitwan,Nepal,Intermediate Level ,63.6,Employed,Retired,Retired,Running,,,1899,#N/A
BBA,2023,Female,02/04/2004,Bhaktapur,Nepal,CAIE,3,Unemployed,housewife,businessman,Running,,,1899,#N/A
BBA,2023,Female,25/12/2002,Kavreplanchok,Nepal,Intermediate Level ,3.39,Unemployed,Cooperative employee ,Teacher,Running,,,1899,#N/A
BBA,2023,Female,02/14/2003,Jhapa,Nepal,Intermediate Level ,2.5,,,,Running,,,1899,#N/A
BBA,2023,Male,23/10/2003,Lalitpur,Nepal,Intermediate Level ,3.31,Unemployed,housewife,businessman,Running,,,1899,#N/A
BBA,2023,Male,24/11/2001,Chitwan,Nepal,Intermediate Level ,2.95,,,,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2023,Female,03/17/2001,Kathmandu,Nepal,Intermediate Level,0.6933,,,,Running,,,1899,#N/A
BBA,2023,Male,03/11/2004,Kathmandu,Nepal,GED,632,,,,Running,,,1899,#N/A
BBA,2023,Male,12/03/2004,Kathmandu,Nepal,Intermediate Level,3.04,,,,Running,,,1899,#N/A
BBA,2023,Female,08/01/1999,Okhaldunga,Nepal,A levels,3.5 credit,,,,Running,,,1899,#N/A
BBA,2023,Male,11/07/2003,Lalitpur,Nepal,Intermediate Level,3.02,,,,Running,,,1899,#N/A
BBA,2023,Male,07/25/2004,Baglung,Nepal,Intermediate Level,2.48,,,,Running,,,1899,#N/A
BBA,2023,Male,03/15/2005,Lalitpur,Nepal,Intermediate Level,3.1,,,,Running,,,1899,#N/A
BBA,2023,Female,07/18/2001,Kathmandu,Nepal,A levels,3 Credit,,,,Running,,,1899,#N/A
BBA,2023,Male,01/23/2004,Kathmandu,Nepal,GED,625,,,,Running,,,1899,#N/A
BBA,2023,Female,10/05/2004,Kathmandu,Nepal,Intermediate Level,3.2,,,,,,,1899,#N/A
,,,,,,,,,,,Running,,,1899,#N/A
,2023,Female,05/07/2005,Chitwan,Nepal ,,,,,,Running,,,1899,#N/A
,2023,Male,09/20/2001,Gulmi,Nepal ,,,,,,Running,,,1899,#N/A
,2023,Male,06/03/2003,Kathmandu,Nepal ,,,,,,Running,,,1899,#N/A
,2023,Female,12/04/2004,Sarlahi,Nepal ,,,,,,Running,,,1899,#N/A
,2023,Female,08/20/2004,Parsa,Nepal ,,,,,,Running,,,1899,#N/A
,2023,Male,06/21/2002,Solukhumbu,Nepal ,,,,,,,,,1899,#N/A
BSIT,2021,Male,21/12/1998,Kathmandu,Nepal,Intermediate level,3.37,,"Under Secretary, Ministry of Defense","Secretary, Public Service Commission",Running,,,,
BSIT,2021,Male,20/01/2002,Kathmandu,Nepal,A-Level,,Unemployed,Home maker,Service,Running,,,,
BSIT,2021,Male,03/05/2002,Kathmandu,Nepal,A-Level,,Entrepreneur,Beautician,Businessman,Running,,,,
BSIT,2021,Male,05/23/2001,Nuwakot,Nepal,Intermediate level,3.48,Unemployed,Cafeteria,Cafeteria,Withdrawn ,"Sep 9, 2021",Financial Problem,,
BSIT,,Male,28/11/2001,Kathmandu,Nepal,Intermediate level,3.04,Unemployed,,,Running,,,,
FALSE,2021,Male,03/05/2002,Kavreplanchok,Nepal,,,,,,,,,,
BSIT,,,,,,Intermediate level,3.26,,,,Running,,,,
FALSE,2021,Male,01/03/2003,Nawalpur,Nepal,,,,,,,,,,
BSIT,,,,,,Intermediate Level,2.97,,,,Running,,,,
FALSE,2022,Female,05/28/2002,Kavrepalanchowk,Nepal,,,,,,,,,,
BSIT,2022,,,,,A Level,,,,,Readmission-Running,,,,
BSIT,2022,Male,12/10/2003,Bhaktapur,Nepal,Intermediate Level,3.43,,,,Withdrawn ,"Sep 6, 2022",Non-payment,,
BSIT,2022,Male,04/21/2001,Dang,Nepal,Intermediate Level,2.16,,,,Running,,,,
BSIT,,Male,09/03/2001,Gorkha,Nepal,A Level,3.5,,,,Running,,,,
FALSE,2022,Female,12/10/2000,Sindupalchok,Nepal,,,,,,,,,,
BSIT,2022,,,,Nepal,Intermediate Level,3.01,,,,Withdrawn ,"November 14, 2022",Administrative withdrawal,,
BSIT,2022,Male,17/01/2004,Kailali,Nepal,Intermediate Level,3.12,,,,Running,,,,
BSIT,2022,Male,09/12/2002,Kathmandu,Nepal,GED,629 or 3.2,,,,Running,,,,
BSIT,2022,Male,03/09/2003,Lalitpur,Nepal,Intermediate Level,3.36,,,,Running,,,,
BSIT,2022,Male,06/09/2003,Lalitpur,Nepal,Intermediate Level,3.08,,,,Running,,,,
BSIT,2022,Male,28/11/2002,Kathmandu,Nepal,Intermediate Level,2.87,,,,Withdrawn ,"Apr 20, 2022",Abroad Study,,
BSIT,2022,Female,29/06/2002,Dang,Nepal,Intermediate Level,3.43,,,,Running,,,,
BSIT,2022,Female,16/10/2004,Parsa,Nepal,Intermediate Level,3.01,,,,Running,,,,
BSIT,2022,Female,21/03/2003,Tanahun,Nepal,Intermediate Level,2.46,,Housewife,Business ,Withdrawn ,"November 14, 2022",Administrative withdrawal,,
BSIT,2022,Male,10/09/2002,Bhaktapur,Nepal,Intermediate Level,2.44,Unemployed,,,Running,,,,
BSIT,2022,Male,25/04/2003,Kathmandu,Nepal,Intermediate Level,2.47,,,,Running,,,,
BSIT,2022,Male,12/06/2013,Lalitpur,Nepal,Intermediate Level,83,,,,Withdrawn ,"September 6, 2022",Non-payment,,
BSIT,2022,Male,25/10/2002,Makwanpur,Nepal,Intermediate Level,3.5,,,,Withdrawn ,"May 10, 2023",Abroad Study,,
BSIT,2022,Male,24/09/2003,Lamjung,Nepal,Intermediate Level,3.36,,,,Running,,,,
BSIT,,Female,29/07/2003,Banke,Nepal,Intermediate Level,2.94,,,,Running,,,,
BSIT,2021,Male,14/12/2002,Baitadi,Nepal,,,,Business women,Business man,,,,,
FALSE,2020,,,,,A level,,Unemployed,none,none,Running,,,,
BSIT,2021,Male,26/12/2002,Kathmandu,Nepal,GED,636,Employed,,,Readmission-Running,,,,
BSIT,2021,Male,05/26/1998,Kathmandu,Nepal,Intermediate level,,,,,Running,,,,
BSIT,,Female,16/10/2001,Kathmandu,Nepal,A level,,,,,Running,,,,
BSIT,2022,Male,10/03/1996,Kathmandu,Nepal,,,,Housewife ,Business man,,,,,
FALSE,2022,,,,,Intermediate Level,3.43,Unemployed,,,Running,,,,
BSIT,,Male,05/31/2003,Kavreplanchok,Nepal,Intermediate Level,3.5,,,,Running,,,,
BSIT,,Female,09/23/2003,Banke,Nepal,,,,,,,,,,
FALSE,2022,,,,,,,,,,,,,,
FALSE,,,,,,Intermediate Level,2.94,,,,Running,,,,
BSIT,2022,Male,24/11/2002,Lalitpur,Nepal,,,,,,,,,,
FALSE,2022,,,,,Intermediate Level,30,,Businesswoman ,Businessman,Withdrawn ,"May 24, 2022",Abroad Study,,
BSIT,2022,Female,08/15/2003,Gorkha,Nepal,Intermediate Level,26.57,Unemployed,Housewife,Auditor,Running,,,,
BSIT,2022,Male,30/12/2003,Kathmandu,Nepal,Intermediate Level,26.57,Unemployed,House wife ,Lookout ,Running,,,,
BSIT,2022,Male,10/11/2001,Morang,Nepal,Intermediate Level,3.28,Unemployed,,,Running,,,,
BSIT,2022,Male,04/23/2004,Gorkha,Nepal,Intermediate Level,5,,Housewife,Business,Withdrawn ,"July 13, 2022",Abroad Study,,
BSIT,2022,Female,01/11/2003,Dolkha,Nepal,Intermediate Level,2.77,Unemployed,House wife,"Additional Inspector General of APF(Rtd), Director at IBN",Running,,,,
BSIT,2022,Male,09/04/2002,Kathmandu,Nepal,Intermediate Level,3.57,Unemployed,Housewife,Government Officer,Running,,,,
BSIT,2022,Male,04/14/2002,Jhapa,Nepal,Intermediate Level,3.57,Unemployed,Housewife,Businessman ,Running,,,,
BSIT,2022,Male,01/07/2003,Kathmandu,Nepal,Intermediate Level,3.57,Unemployed,,,Running,,,,
BSIT,2022,Female,04/06/2004,Kathmandu,Nepal,Intermediate Level,3.34,,,,Running,,,,
BSIT,,Male,09/26/2003,Lalitpur,Nepal,Intermediate Level,2.75,,,,Running,,,,
BSIT,2022,Male,28/11/2002,Lalitpur,Nepal,,,,Accountant in NEA,Businessman,,,,,
FALSE,2022,,,,,,,Unemployed,Housewife ,Army,Running,,,,
BSIT,2022,Male,,,,GED,646,Unemployed,Housewife ,Business ,Running,,,,
BSIT,2022,Male,06/22/1999,Kathmandu,Nepal,Intermediate Level,26.57,Unemployed,Housewife ,Chef,Running,,,,
